股票代號,公司名稱,產業大類,受惠股,公布或事件日期,政策狀態,政策名稱,證據文件,正式政策,事件日至今總漲幅（截至2026-07-17）
RIOT,Riot Platforms Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
WULF,TeraWulf Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
XYZ,Block Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ACN,Accenture plc,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,-53.31%
AMZN,Amazon.com Inc.,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,+18.91%
BAH,Booz Allen Hamilton Holding Corp,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,-34.08%
CACI,Caci International Inc.,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,+6.78%
CRWD,Crowdstrike Holdings Inc,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,+75.47%
GIB,CGI Inc,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,-36.41%
GOOGL,Alphabet Inc,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,+106.99%
IBM,International Business Machines Corp.,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,-18.27%
LDOS,Leidos Holdings Inc,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,-25.78%
MSFT,Microsoft Corporation,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,-15.12%
ORCL,Oracle Corp.,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,-25.14%
PLTR,Palantir Technologies Inc,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,+10.40%
PSN,Parsons Corp,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,-17.67%
SAIC,Science Applications International Corp.,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,+14.72%
VVX,V2X Inc,資安／聯邦 IT 現代化,有(紅色),2025-06-06,執行中,Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306 — Sustaining Select Efforts to Strengthen the Nation's Cybersecurity and Amending Executive Order 13694 and Executive Order 14144,Executive Order 14306,+69.95%
ATEN,A10 Networks Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CHKP,Check Point Software Technologies Ltd.,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CYBR,CyberArk Software Ltd,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FTNT,Fortinet Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GEN,Gen Digital Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
NET,Cloudflare Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
OKTA,Okta Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
PANW,Palo Alto Networks Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
QLYS,Qualys Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
RBRK,Rubrik Inc.,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
RDWR,Radware,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
S,SentinelOne Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
TENB,Tenable Holdings Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
VRNS,Varonis Systems Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ZS,Zscaler Inc,資安／聯邦 IT 現代化,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BCC,Boise Cascade Co,林木／木材／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,+0.93%
LPX,Louisiana-Pacific Corp.,林木／木材／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,-11.66%
RYN,Rayonier Inc.,林木／木材／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,-9.25%
UFPI,UFP Industries Inc,林木／木材／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,-5.73%
WY,Weyerhaeuser Co.,林木／木材／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,+2.49%
BLDR,Builders Firstsource Inc,林木／木材／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
RYAM,Rayonier Advanced Materials Inc,林木／木材／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
WFG,West Fraser Timber Co Ltd,林木／木材／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BWXT,BWX Technologies Inc,造船／海運／海事工業,有(紅色),2025-04-09,執行中,Restoring America's Maritime Dominance,Executive Order 14269 — Restoring America's Maritime Dominance,Executive Order 14269,+85.18%
GD,General Dynamics Corp.,造船／海運／海事工業,有(紅色),2025-04-09,執行中,Restoring America's Maritime Dominance,Executive Order 14269 — Restoring America's Maritime Dominance,Executive Order 14269,+49.02%
HII,Huntington Ingalls Industries Inc,造船／海運／海事工業,有(紅色),2025-04-09,執行中,Restoring America's Maritime Dominance,Executive Order 14269 — Restoring America's Maritime Dominance,Executive Order 14269,+46.81%
KEX,Kirby Corp.,造船／海運／海事工業,有(紅色),2025-04-09,執行中,Restoring America's Maritime Dominance,Executive Order 14269 — Restoring America's Maritime Dominance,Executive Order 14269,+65.09%
MATX,Matson Inc,造船／海運／海事工業,有(紅色),2025-04-09,執行中,Restoring America's Maritime Dominance,Executive Order 14269 — Restoring America's Maritime Dominance,Executive Order 14269,+119.06%
CMRE,Costamare Inc,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DAC,Danaos Corporation,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DHT,DHT Holdings Inc,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DSX,Diana Shipping Inc,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FLNG,Flex Lng Ltd,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GLNG,Golar Lng,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GNK,Genco Shipping & Trading Limited,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GSL,Global Ship Lease Inc,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
INSW,International Seaways Inc,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
LPG,Dorian LPG Ltd,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
NMM,Navios Maritime Partners L.P.,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
SBLK,Star Bulk Carriers Corp,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
STNG,Scorpio Tankers Inc,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ZIM,Zim Integrated Shipping Services Ltd,造船／海運／海事工業,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BCC,Boise Cascade Co,住宅建築／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,+0.93%
LPX,Louisiana-Pacific Corp.,住宅建築／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,-11.66%
RYN,Rayonier Inc.,住宅建築／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,-9.25%
UFPI,UFP Industries Inc,住宅建築／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,-5.73%
WY,Weyerhaeuser Co.,住宅建築／建材,有(紅色),2025-09-29,已生效,"Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States","Proclamation 10976 — Adjusting Imports of Timber, Lumber, and Their Derivative Products into the United States",Presidential Proclamation 10976（Section 232）,+2.49%
APOG,Apogee Enterprises Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BLDR,Builders Firstsource Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BZH,Beazer Homes USA Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CCS,Century Communities Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CVCO,Cavco Industries Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DFH,Dream Finders Homes Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DHI,D.R. Horton Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
EXP,Eagle Materials Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FBIN,Fortune Brands Innovations Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GRBK,Green Brick Partners Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
HOV,"Hovnanian Enterprises, Inc.",住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
IBP,Installed Building Products Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
JHX,James Hardie Industries plc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
KBH,KB Home,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
LEN,Lennar Corp.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
LGIH,LGI Homes Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MAS,Masco Corp.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MHO,MI Homes Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MLM,"Martin Marietta Materials, Inc.",住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MTH,Meritage Homes Corp.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
NVR,NVR Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
OC,Owens Corning,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
PHM,PulteGroup Inc,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ROCK,Gibraltar Industries Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
SKY,Champion Homes Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
SSD,"Simpson Manufacturing Co., Inc.",住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
TMHC,Taylor Morrison Home Corp.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
TOL,Toll Brothers Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
TREX,"TREX Co., Inc.",住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
USLM,United States Lime & Minerals Inc.,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
VMC,Vulcan Materials Co,住宅建築／建材,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BTGO,BitGo Holdings Inc.,銀行／房貸／金融科技,有(紅色),2025-07-18,已生效,Guiding and Establishing National Innovation for U.S. Stablecoins Act（GENIUS Act）,Public Law 119-27 — Guiding and Establishing National Innovation for U.S. Stablecoins Act,Public Law 119-27,N/A（事件日尚未上市／無行情）
COIN,Coinbase Global Inc,銀行／房貸／金融科技,有(紅色),2025-02-27,已生效,SEC Announces Dismissal of Civil Enforcement Action Against Coinbase,SEC Press Release 2025-47 — SEC Announces Dismissal of Civil Enforcement Action Against Coinbase,SEC Commission Regulatory Decision（Press Release 2025-47）,-26.22%
CRCL,Circle Internet Group Inc.,銀行／房貸／金融科技,有(紅色),2025-07-18,已生效,Guiding and Establishing National Innovation for U.S. Stablecoins Act（GENIUS Act）,Public Law 119-27 — Guiding and Establishing National Innovation for U.S. Stablecoins Act,Public Law 119-27,-74.28%
HOOD,Robinhood Markets Inc,銀行／房貸／金融科技,有(紅色),2025-07-18,已生效,Guiding and Establishing National Innovation for U.S. Stablecoins Act（GENIUS Act）,Public Law 119-27 — Guiding and Establishing National Innovation for U.S. Stablecoins Act,Public Law 119-27,-5.21%
PYPL,PayPal Holdings Inc,銀行／房貸／金融科技,有(紅色),2025-07-18,已生效,Guiding and Establishing National Innovation for U.S. Stablecoins Act（GENIUS Act）,Public Law 119-27 — Guiding and Establishing National Innovation for U.S. Stablecoins Act,Public Law 119-27,-22.76%
SOFI,SoFi Technologies Inc,銀行／房貸／金融科技,有(紅色),2025-03-07,執行中,OCC Letter Addressing Certain Crypto-Asset Activities,OCC Interpretive Letter 1183 — OCC Letter Addressing Certain Crypto-Asset Activities,OCC Interpretive Letter 1183,+38.80%
AFRM,Affirm Holdings Inc,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ALLY,Ally Financial Inc,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
AXP,American Express Co.,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BAC,Bank Of America Corp.,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BK,Bank Of New York Mellon Corp,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
C,Citigroup Inc,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CFG,Citizens Financial Group Inc,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CMA,"Comerica, Inc.",銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
COF,Capital One Financial Corp.,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
EWBC,"East West Bancorp, Inc.",銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FHN,First Horizon Corporation,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FI,"Fiserv, Inc.",銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FIS,"Fidelity National Information Services, Inc.",銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FITB,Fifth Third Bancorp,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FLG,Flagstar Bank NA,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GPN,"Global Payments, Inc.",銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GS,"Goldman Sachs Group, Inc.",銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
HBAN,"Huntington Bancshares, Inc.",銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
JPM,JPMorgan Chase & Co.,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
KEY,Keycorp,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
LC,LendingClub Corp,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MA,Mastercard Incorporated,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MS,Morgan Stanley,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MTB,M & T Bank Corp,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
NMIH,NMI Holdings Inc,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
NU,Nu Holdings Ltd,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
OPEN,Opendoor Technologies Inc,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
PFSI,PennyMac Financial Services Inc.,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
PNC,PNC Financial Services Group Inc,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
RDN,"Radian Group, Inc.",銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
RF,Regions Financial Corp.,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
RITM,Rithm Capital Corporation,銀行／房貸／金融科技,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
